"Position","Name","Appearance","MinutesPlayed","Height","Weight","Rating","TotalShots","OutsideBoxShot","SixYardShot","PenaltyYardShot","TotalGoal","OutsideBoxGoal","SixYardGoal","PenaltyYardGoal","TotalDribble","DribbleLost","DribbleWon","Turnovers","Dispossessed","TotalAerialDuel","AerialWon","AerialLost","TotalTackleWon","TotalTackleAttempt","DribbledPast","TotalInterception","FoulAgainst","FoulCommitted","YellowCard","RedCard","Offside","TotalClearance","ShotsBlocked","CrossesBlocked","PassesBlocked","TotalSaves","SixYardSave","PenaltyAreaSave","OutsideBoxSave","TotalPass","AccLongBall","InaccLongBall","AccShortPass","InaccShortPass","TotalKeyPass","LongKeyPass","ShortKeyPass","TotalAssist","CrossAssist","CornerAssist","ThroughBallAssist","FKAssist","ThrowInAssist","OtherAssist","TotalAccCrosses","TotalAccThroughBall","OwnGoal"
"RightBack",NA,38,3420,183,75,7.17,16,2,1,13,2,0,0,2,53,21,32,26,36,245,124,121,68,87,19,65,50,38,4,0,2,101,4,8,31,0,0,0,0,1583,72,141,1096,274,64,16,48,5,4,0,0,0,0,1,11,0,0
"RightBack",NA,18,1027,183,75,6.55,5,0,0,5,1,0,0,1,11,4,7,9,2,51,30,21,19,30,11,13,5,13,1,0,2,22,5,3,6,0,0,0,0,498,33,27,364,74,22,2,20,1,1,0,0,0,0,0,0,0,0
"CentreBack",NA,1,90,193,83,6.93,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,2,0,0,0,1,0,0,0,0,0,7,0,0,2,0,0,0,0,56,4,7,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,38,3387,193,83,6.98,14,2,6,6,2,0,2,0,29,7,22,13,8,187,103,84,58,82,24,60,12,24,4,0,2,270,37,8,18,0,0,0,0,1186,135,152,732,167,7,1,6,0,0,0,0,0,0,0,4,4,0
"LeftWinger",NA,21,755,171,66,6.32,17,9,0,8,2,1,0,1,36,22,14,23,13,41,10,31,13,20,7,9,13,13,1,0,1,2,0,0,10,0,0,0,0,214,5,9,141,59,7,0,7,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,16,887,180,72,6.53,22,11,0,11,1,0,0,1,32,16,16,15,16,18,3,15,15,28,13,6,9,16,1,0,0,3,0,3,11,0,0,0,0,292,6,6,242,38,17,2,15,2,1,0,0,0,0,1,0,0,0
"CentralMidfield",NA,3,83,178,70,6.07,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,6,4,0,0,1,0,0,0,1,1,0,3,0,0,0,0,51,2,1,39,9,0,0,0,0,0,0,0,0,0,0,1,0,0
"RightMidfield",NA,20,1383,177,71,6.63,4,2,0,2,0,0,0,0,34,15,19,17,18,29,17,12,41,62,21,28,13,15,4,1,0,32,3,6,9,0,0,0,0,840,35,44,653,108,11,1,10,2,0,0,0,0,0,2,4,0,0
"RightMidfield",NA,15,909,177,71,6.65,5,3,0,2,0,0,0,0,25,5,20,18,14,20,6,14,25,42,17,12,5,10,1,0,0,22,1,13,14,0,0,0,0,536,22,17,435,62,8,1,7,0,0,0,0,0,0,0,0,0,0
"RightMidfield",NA,11,486,177,71,6.44,2,2,0,0,0,0,0,0,10,4,6,10,7,6,3,3,11,15,4,14,3,6,0,0,2,6,2,1,10,0,0,0,0,251,10,14,186,41,2,1,1,0,0,0,0,0,0,0,0,0,1
"RightMidfield",NA,1,1,177,71,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"RightMidfield",NA,16,986,177,71,6.64,5,1,1,3,1,0,1,0,33,14,19,25,17,18,6,12,33,47,14,19,12,8,1,1,1,11,4,4,18,0,0,0,0,451,14,19,340,78,6,1,5,1,0,0,0,0,0,1,0,0,0
"RightMidfield",NA,1,1,177,71,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightMidfield",NA,15,1233,177,71,6.48,10,7,0,3,0,0,0,0,33,17,16,32,24,24,5,19,22,41,19,17,14,10,2,0,0,21,1,3,11,0,0,0,0,397,16,18,292,71,4,0,4,0,0,0,0,0,0,0,0,0,1
"CentreBack",NA,1,1,187,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,28,2330,185,72,6.45,9,2,2,5,0,0,0,0,31,19,12,23,8,50,34,16,55,68,13,52,36,28,6,1,3,52,10,22,25,0,0,0,0,843,44,76,592,131,21,6,15,1,1,0,0,0,0,0,3,0,0
"RightBack",NA,30,2418,185,72,6.83,11,6,2,3,1,0,0,1,32,14,18,20,19,80,52,28,49,63,14,36,50,19,8,0,2,101,15,20,22,0,0,0,0,1116,56,79,797,184,23,6,17,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,2,121,185,73,6.27,4,3,0,1,0,0,0,0,4,2,2,3,4,5,0,5,5,9,4,1,2,3,0,0,0,0,0,0,3,0,0,0,0,32,1,0,23,8,1,1,0,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,32,2548,171,65,7.05,36,24,1,11,1,1,0,0,34,18,16,18,29,29,14,15,92,123,31,63,22,29,3,0,6,48,5,15,32,0,0,0,0,1324,85,101,992,146,61,14,47,4,0,0,0,32,0,3,13,3,0
"LeftBack",NA,2,155,171,65,6.65,1,1,0,0,0,0,0,0,4,2,2,3,0,1,0,1,3,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,105,2,6,90,7,3,0,3,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,12,298,171,65,6.28,3,1,0,2,0,0,0,0,3,0,3,6,1,6,2,4,6,11,5,2,6,2,1,0,0,17,0,3,2,0,0,0,0,182,5,16,147,14,5,1,4,1,0,0,0,0,0,1,0,0,0
"LeftBack",NA,16,1264,171,65,6.8,12,11,0,1,0,0,0,0,9,3,6,7,4,27,10,17,35,51,16,12,19,8,1,0,0,39,2,5,17,0,0,0,0,783,35,46,625,77,15,4,11,0,0,0,0,0,0,0,14,2,0
"LeftBack",NA,28,2263,171,65,6.72,18,5,1,12,2,0,1,1,23,10,13,23,12,26,13,13,54,66,12,33,35,36,6,0,4,45,3,13,18,0,0,0,0,979,50,40,760,129,34,2,32,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,10,669,182,82,6.4,15,2,2,11,2,1,0,1,7,5,2,18,13,21,5,16,7,12,5,7,6,17,2,0,6,4,1,0,4,0,0,0,0,199,3,5,145,46,3,0,3,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,9,132,183,78,5.97,3,1,0,2,0,0,0,0,2,2,0,4,2,11,1,10,1,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,15,0,0,12,3,2,0,2,0,0,0,0,0,0,0,0,0,1
"CentralMidfield",NA,4,76,173,68,6.26,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,97,4,4,86,3,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,2,91,185,79,6.63,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,6,8,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,54,7,4,35,8,1,1,0,0,0,0,0,0,0,0,1,0,0
"CentreBack",NA,11,767,186,84,6.76,1,0,0,1,0,0,0,0,1,0,1,1,2,22,13,9,13,19,6,16,3,7,2,0,0,42,8,4,8,0,0,0,0,337,32,22,255,28,0,0,0,0,0,0,0,0,0,0,2,0,0
"LeftBack",NA,29,2282,187,81,7.14,39,25,0,14,3,0,0,3,47,23,24,24,15,72,47,25,34,55,21,46,31,20,3,0,3,71,8,23,15,0,0,0,0,1361,63,115,1008,175,38,4,34,3,2,1,0,29,0,1,6,3,0
"LeftBack",NA,29,2533,187,81,7.3,32,26,0,6,1,1,0,0,30,8,22,16,6,124,83,41,47,64,17,46,38,34,6,0,0,156,10,6,9,0,0,0,0,1858,121,152,1449,136,15,0,15,1,0,0,0,0,0,1,0,0,0
"LeftBack",NA,21,1486,187,81,7.32,27,21,0,6,2,2,0,0,32,18,14,10,12,45,25,20,39,54,15,42,19,23,4,0,2,32,5,17,12,0,0,0,0,813,42,60,613,98,23,10,13,3,3,2,0,0,0,0,17,2,1
"CentreForward",NA,37,3282,189,90,7.03,131,35,12,84,11,0,4,7,45,21,24,112,97,483,239,244,19,29,10,6,59,61,7,0,34,53,8,0,14,0,0,0,0,1026,14,10,725,277,31,0,31,3,0,0,0,0,0,3,15,4,0
"CentreForward",NA,6,89,189,90,6.43,4,0,1,3,1,0,0,1,4,2,2,2,3,15,6,9,1,2,1,0,5,3,0,0,1,2,0,0,1,0,0,0,0,54,0,0,39,15,3,0,3,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,27,1390,189,90,6.5,59,12,2,45,3,0,0,3,12,5,7,60,17,147,71,76,7,13,6,3,23,22,3,0,3,7,3,1,9,0,0,0,0,378,8,4,270,96,23,0,23,3,0,0,0,0,0,3,0,0,0
"CentreForward",NA,34,2117,189,90,6.67,79,9,8,62,9,1,2,6,33,17,16,84,68,197,85,112,23,43,20,7,52,50,4,2,16,32,6,1,25,0,0,0,0,719,12,6,504,197,30,1,29,4,0,0,1,0,0,3,10,0,0
"AttackingMidfield",NA,3,65,180,75,6.3,1,1,0,0,0,0,0,0,2,1,1,4,0,1,0,1,3,5,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,49,6,4,28,11,2,0,2,0,0,0,0,0,0,0,1,0,0
"CentreBack",NA,22,1450,180,73,6.79,1,0,0,1,0,0,0,0,0,0,0,3,1,85,57,28,23,32,9,25,4,13,3,0,0,147,22,8,11,0,0,0,0,389,30,47,264,48,1,0,1,1,0,0,0,0,0,1,2,0,0
"LeftWinger",NA,30,1543,180,75,6.54,15,6,0,9,1,0,0,1,71,26,45,41,26,11,3,8,27,39,12,16,12,13,0,0,0,13,1,1,19,0,0,0,0,595,25,24,469,77,16,1,15,2,0,0,0,0,0,2,3,0,0
"LeftWinger",NA,35,1976,180,75,6.62,35,5,3,27,3,0,1,2,85,39,46,69,56,25,4,21,28,47,19,12,13,8,0,0,2,10,1,3,20,0,0,0,0,951,27,29,713,182,40,0,40,6,0,0,1,0,0,5,0,0,0
"LeftWinger",NA,13,632,180,75,6.78,15,2,1,12,2,0,0,2,24,8,16,20,17,7,1,6,8,11,3,3,5,3,0,0,0,1,0,2,8,0,0,0,0,368,6,6,309,47,12,0,12,2,0,0,2,0,0,0,1,0,0
"LeftWinger",NA,26,1463,180,75,6.72,39,9,1,29,3,0,1,2,44,15,29,23,26,14,4,10,19,30,11,8,13,7,1,0,3,4,4,4,17,0,0,0,0,898,19,14,767,98,26,1,25,3,0,0,1,0,0,2,0,0,0
"LeftWinger",NA,25,1604,180,75,6.56,23,8,1,14,1,0,0,1,52,20,32,35,17,20,8,12,25,46,21,14,4,12,0,0,0,10,2,0,16,0,0,0,0,557,28,21,416,92,24,2,22,0,0,0,0,0,0,0,2,0,0
"LeftWinger",NA,26,1844,180,75,6.88,45,18,1,26,3,0,0,3,52,16,36,42,31,17,3,14,19,32,13,7,12,11,1,0,1,8,1,2,18,0,0,0,0,1137,28,19,957,133,36,3,33,5,1,0,1,0,0,3,0,3,0
"Goalkeeper",NA,7,630,193,79,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,32,1,18,13,204,63,120,21,0,0,0,0,0,0,0,0,0,0,0,6,1,0
"Goalkeeper",NA,28,2520,193,79,6.71,0,0,0,0,0,0,0,0,2,0,2,0,0,18,16,2,1,1,0,0,3,1,0,0,0,25,0,0,1,79,9,49,21,745,201,355,183,6,1,1,0,0,0,0,0,0,0,0,6,0,0
"Goalkeeper",NA,25,2250,193,79,6.58,0,0,0,0,0,0,0,0,1,0,1,1,0,16,16,0,0,0,0,0,3,0,1,0,0,23,0,0,0,78,7,49,22,585,140,321,123,1,0,0,0,0,0,0,0,0,0,0,8,8,0
"Goalkeeper",NA,3,236,193,79,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,10,1,5,4,89,37,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,30,2700,193,79,6.49,0,0,0,0,0,0,0,0,2,0,2,1,0,5,4,1,1,4,3,0,2,0,2,0,0,22,0,0,0,91,7,57,27,940,143,358,430,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,18,1620,193,79,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,1,0,2,0,0,19,0,0,0,42,1,19,22,406,106,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,32,1485,180,70,6.88,38,22,1,15,3,1,1,1,54,14,40,37,24,38,11,27,32,47,15,20,9,16,3,0,2,7,0,7,24,0,0,0,0,713,50,27,534,102,34,6,28,7,0,0,1,0,0,6,0,3,0
"CentralMidfield",NA,3,242,180,70,7.81,9,8,0,1,0,0,0,0,21,4,17,5,4,10,4,6,5,6,1,6,1,1,0,0,1,6,2,2,3,0,0,0,0,123,10,6,94,13,5,1,4,0,0,0,0,0,0,0,0,1,0
"CentralMidfield",NA,22,925,180,70,6.66,23,10,0,13,1,0,0,1,52,15,37,25,24,18,8,10,23,34,11,12,13,11,0,0,2,9,5,3,18,0,0,0,0,439,26,11,336,66,19,4,15,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,2,19,180,70,6.35,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,29,1563,180,70,6.99,28,9,1,18,2,1,0,1,91,30,61,26,29,45,15,30,37,53,16,12,17,30,1,0,0,22,2,13,38,0,0,0,0,775,38,35,599,103,32,3,29,7,3,0,2,0,29,1,0,0,0
"CentralMidfield",NA,30,1493,180,70,6.63,40,24,0,16,4,1,0,3,49,20,29,44,23,43,14,29,18,34,16,22,14,17,1,0,2,8,1,2,25,0,0,0,0,701,42,23,541,95,17,1,16,1,1,0,0,0,0,0,0,3,0
"CentralMidfield",NA,13,246,180,70,6.18,8,5,0,3,1,0,0,1,7,6,1,7,5,7,4,3,4,6,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,131,9,5,95,22,2,0,2,1,0,0,0,0,0,1,0,0,0
"CentralMidfield",NA,23,1495,180,70,7.15,32,18,0,14,1,0,0,1,124,41,83,36,28,24,8,16,26,40,14,25,11,14,4,0,1,6,3,4,24,0,0,0,0,708,27,23,549,109,35,5,30,1,0,0,0,0,0,1,5,0,0
"AttackingMidfield",NA,1,5,171,62,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,30,2092,171,62,6.51,47,25,1,21,2,1,0,1,59,30,29,69,51,49,14,35,36,61,25,17,51,13,2,0,7,7,2,2,24,0,0,0,0,896,29,35,642,190,32,7,25,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,2,62,171,62,6.39,2,2,0,0,0,0,0,0,4,2,2,0,2,0,0,0,4,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,22,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,14,1003,171,62,6.7,20,14,1,5,1,0,0,1,22,8,14,28,24,21,2,19,19,30,11,5,23,5,1,0,1,8,1,3,5,0,0,0,0,344,12,21,234,77,21,3,18,1,0,0,1,0,0,0,1,0,0
"LeftBack",NA,9,692,181,71,6.97,5,3,0,2,0,0,0,0,7,4,3,5,5,31,17,14,14,23,9,16,4,4,0,0,1,18,2,2,5,0,0,0,0,458,14,23,374,47,12,7,5,2,2,1,0,0,0,0,1,1,0
"CentreForward",NA,4,360,195,90,7.1,7,1,0,6,0,0,0,0,12,1,11,9,9,41,20,21,6,14,8,2,2,6,0,0,3,5,0,0,5,0,0,0,0,107,3,4,62,38,6,0,6,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,12,173,195,90,6.16,4,0,0,4,0,0,0,0,2,0,2,6,4,27,18,9,2,3,1,0,2,4,0,0,0,3,0,0,0,0,0,0,0,59,0,0,38,21,3,0,3,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,23,1952,180,76,6.68,20,17,0,3,2,1,0,1,20,5,15,15,15,55,31,24,48,71,23,42,9,39,10,0,0,51,4,1,23,0,0,0,0,1064,70,51,822,121,5,1,4,0,0,0,0,0,0,0,2,0,1
"DefensiveMidfield",NA,30,2352,180,76,6.51,23,18,0,5,1,0,0,1,20,5,15,18,8,65,36,29,23,51,28,43,7,21,5,0,0,67,9,5,11,0,0,0,0,1293,47,47,1092,107,5,0,5,1,0,0,1,0,0,0,0,0,0
"CentralMidfield",NA,2,3,179,75,5.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,35,2507,175,73,7.17,81,18,10,53,13,3,2,8,69,23,46,69,61,140,47,93,35,58,23,15,54,51,2,0,24,29,1,2,26,0,0,0,0,771,16,12,556,187,31,1,30,8,0,0,2,0,0,6,4,4,0
"CentreForward",NA,30,1878,175,73,6.92,52,10,9,33,10,1,4,5,47,23,24,54,37,87,29,58,31,46,15,7,45,44,8,0,13,14,0,1,14,0,0,0,0,505,12,15,374,104,24,0,24,4,0,0,0,0,0,4,12,3,0
"CentreForward",NA,32,2212,175,73,7.09,68,8,8,52,14,1,3,10,45,12,33,62,50,90,29,61,24,47,23,7,28,28,1,0,23,4,3,1,16,0,0,0,0,722,8,9,546,159,36,2,34,4,0,0,1,0,0,3,16,13,0
"CentreForward",NA,31,1931,175,73,6.89,45,12,9,24,13,0,4,9,36,14,22,50,31,90,28,62,18,36,18,12,54,37,3,0,8,13,1,0,19,0,0,0,0,514,11,7,394,102,22,0,22,2,0,0,1,0,0,1,3,3,0
"CentreForward",NA,2,131,175,72,6.62,4,1,0,3,1,0,0,1,3,3,0,3,5,3,0,3,3,4,1,0,3,2,0,0,2,1,0,0,0,0,0,0,0,27,1,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,12,660,185,74,6.72,6,4,0,2,0,0,0,0,9,2,7,8,13,7,5,2,41,65,24,12,7,13,1,0,0,6,0,0,4,0,0,0,0,448,28,12,354,54,8,0,8,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,28,2249,185,74,6.97,12,4,0,8,0,0,0,0,57,18,39,40,45,36,20,16,91,150,59,42,52,52,4,0,0,31,7,5,27,0,0,0,0,1219,76,57,859,227,28,7,21,3,0,0,2,0,0,1,20,3,0
"AttackingMidfield",NA,9,352,176,72,6.22,7,3,0,4,0,0,0,0,4,2,2,7,7,8,3,5,9,13,4,1,4,4,0,0,1,1,0,1,12,0,0,0,0,98,2,4,72,20,5,2,3,0,0,0,0,0,0,0,2,1,0
"AttackingMidfield",NA,21,1117,176,72,6.44,24,18,0,6,1,1,0,0,26,10,16,28,16,28,8,20,26,53,27,9,15,19,1,0,0,2,4,2,21,0,0,0,0,396,16,11,304,65,15,2,13,1,0,0,0,0,0,1,6,0,0
"CentreForward",NA,35,2953,169,62,7.81,122,52,7,63,16,3,2,11,196,81,115,74,116,82,28,54,69,123,54,41,72,44,4,0,8,6,0,2,50,0,0,0,0,1470,45,40,1084,301,82,7,75,8,3,1,0,35,0,4,38,7,0
"CentreForward",NA,38,3224,169,62,7.76,129,51,12,66,24,3,8,13,161,52,109,94,128,65,14,51,53,81,28,25,70,49,6,0,27,4,1,0,29,0,0,0,0,1644,76,33,1134,401,78,3,75,10,2,0,3,0,0,5,15,8,0
"CentreForward",NA,20,877,169,62,6.6,17,5,1,11,1,0,0,1,27,13,14,21,25,29,7,22,17,25,8,9,18,14,3,0,8,1,0,1,7,0,0,0,0,382,23,11,262,86,21,1,20,3,1,0,0,0,0,2,0,0,1
"CentreForward",NA,19,1508,169,62,7.33,69,35,6,28,7,0,2,5,60,20,40,64,48,40,15,25,20,45,25,6,44,21,4,0,16,0,2,1,3,0,0,0,0,873,50,28,582,213,51,2,49,3,1,0,1,0,0,1,2,6,0
"CentreForward",NA,30,2446,169,62,7.72,107,38,11,58,13,3,4,6,165,64,101,71,100,64,22,42,47,72,25,24,65,32,1,0,13,6,3,3,29,0,0,0,0,1435,71,35,1071,258,62,2,60,4,0,0,3,0,0,1,78,15,0
"CentreForward",NA,12,1048,169,62,7.55,19,5,2,12,2,1,0,1,60,16,44,32,35,24,6,18,21,44,23,17,31,10,1,0,10,0,0,0,8,0,0,0,0,582,23,15,420,124,26,4,22,3,1,0,1,12,0,1,1,2,0
"CentreBack",NA,15,1132,189,90,6.43,2,0,0,2,0,0,0,0,0,0,0,7,0,53,32,21,11,15,4,19,5,6,2,0,0,64,17,0,2,0,0,0,0,477,45,41,348,43,2,0,2,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,27,2430,189,90,6.99,23,0,4,19,4,0,1,3,21,2,19,9,4,136,84,52,27,43,16,30,18,10,1,0,0,168,27,6,2,0,0,0,0,1217,163,119,846,89,4,4,0,0,0,0,0,0,0,0,11,0,1
"CentreBack",NA,38,3420,189,90,6.81,20,3,4,13,2,0,0,2,26,3,23,13,14,196,122,74,32,43,11,35,11,19,3,0,1,222,32,7,9,0,0,0,0,1744,190,155,1225,174,5,0,5,1,0,0,1,0,0,0,30,0,0
"DefensiveMidfield",NA,15,1277,193,90,6.51,10,5,2,3,1,0,1,0,10,2,8,18,19,39,14,25,37,62,25,20,9,34,7,0,1,16,6,1,13,0,0,0,0,563,28,28,436,71,4,0,4,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,21,525,180,76,6.26,18,7,1,10,0,0,0,0,17,6,11,12,7,16,5,11,9,19,10,8,4,7,3,0,0,1,0,0,8,0,0,0,0,232,7,4,173,48,10,2,8,1,1,0,0,0,0,0,0,0,0
"RightWinger",NA,10,308,180,76,6.44,12,6,0,6,2,0,0,2,15,7,8,8,6,6,0,6,8,10,2,3,7,2,0,0,1,1,0,1,5,0,0,0,0,112,3,7,81,21,4,0,4,0,0,0,0,0,0,0,1,0,0
"RightWinger",NA,19,1022,180,76,6.33,21,14,1,6,0,0,0,0,36,25,11,28,21,29,11,18,32,51,19,11,8,19,2,0,6,2,0,2,16,0,0,0,0,277,11,16,181,69,5,0,5,0,0,0,0,0,0,0,4,0,0
"Goalkeeper",NA,29,2545,191,91,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,2,1,1,1,0,1,0,22,0,0,0,58,2,30,26,805,115,117,566,7,1,1,0,1,0,0,0,0,0,1,0,0,0
"Goalkeeper",NA,38,3420,191,91,6.79,0,0,0,0,0,0,0,0,2,0,2,0,1,12,11,1,2,2,0,1,1,0,1,0,0,31,0,0,0,74,7,43,24,1076,183,205,681,7,0,0,0,0,0,0,0,0,0,0,0,4,0
"Goalkeeper",NA,33,2970,191,91,6.73,1,0,0,1,1,0,0,1,2,0,2,0,0,15,14,1,3,4,1,2,6,1,1,0,0,43,0,0,0,83,6,51,26,988,105,136,731,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,24,2052,173,73,6.77,7,4,0,3,0,0,0,0,49,18,31,21,18,16,5,11,80,147,67,18,30,37,6,0,0,23,12,2,19,0,0,0,0,1055,57,34,846,118,17,2,15,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,29,2309,188,78,6.57,3,3,0,0,0,0,0,0,26,16,10,24,20,41,22,19,64,79,15,27,20,20,7,0,0,83,9,10,11,0,0,0,0,753,37,90,537,89,14,4,10,1,1,0,0,0,0,0,17,0,0
"RightBack",NA,32,2475,188,78,6.76,7,5,0,2,0,0,0,0,42,15,27,20,18,33,13,20,84,108,24,61,23,37,8,0,0,71,7,27,21,0,0,0,0,857,58,173,524,102,7,0,7,1,1,0,0,0,0,0,35,0,1
"RightBack",NA,32,2639,188,78,6.76,6,1,0,5,0,0,0,0,44,14,30,30,18,40,21,19,72,91,19,60,18,50,8,0,2,101,8,14,20,0,0,0,0,735,40,92,480,123,10,1,9,2,1,0,0,0,0,1,22,0,1
"Goalkeeper",NA,26,2340,183,74,6.42,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,2,1,0,5,1,0,0,0,24,0,0,0,63,3,35,25,636,217,368,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LeftWinger",NA,25,1568,173,67,7.12,30,15,0,15,3,0,0,3,145,49,96,55,52,16,7,9,16,21,5,4,45,10,0,0,5,1,0,1,10,0,0,0,0,417,15,6,329,67,30,4,26,4,1,0,0,0,0,3,5,0,0
"LeftWinger",NA,26,1874,173,67,7.29,46,32,0,14,3,0,0,3,180,59,121,73,51,32,9,23,13,27,14,9,48,18,0,0,3,4,2,2,3,0,0,0,0,431,21,14,320,76,33,4,29,4,1,0,0,0,0,3,8,0,0
"CentreBack",NA,1,12,0,0,5.74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,32,1987,180,72,6.74,38,28,1,9,2,2,0,0,16,4,12,45,30,53,22,31,83,134,51,32,24,38,4,0,1,24,3,5,57,0,0,0,0,937,36,31,733,137,32,4,28,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,36,3240,195,94,6.74,0,0,0,0,0,0,0,0,0,0,0,1,0,15,14,1,1,5,4,1,5,0,2,0,0,39,0,0,0,114,13,67,34,838,157,259,419,3,0,0,0,0,0,0,0,0,0,0,36,0,0
"RightBack",NA,3,256,184,79,6.52,1,1,0,0,0,0,0,0,0,0,0,0,1,5,4,1,5,8,3,9,3,5,3,0,0,7,1,1,4,0,0,0,0,104,3,6,87,8,2,1,1,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,16,943,190,84,6.56,35,7,4,24,5,0,0,5,13,7,6,28,22,46,18,28,8,14,6,0,16,19,3,0,20,6,1,0,5,0,0,0,0,229,4,5,172,48,7,0,7,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,31,2067,190,84,6.94,79,15,9,55,11,0,5,6,59,27,32,76,60,113,54,59,13,33,20,6,44,41,7,0,29,20,4,0,13,0,0,0,0,576,25,12,397,142,35,1,34,6,0,0,1,0,0,5,16,0,0
"CentreForward",NA,36,2880,186,71,6.91,69,17,7,45,9,0,2,7,33,14,19,68,33,352,175,177,18,36,18,10,31,45,5,0,17,65,3,1,16,0,0,0,0,862,49,23,528,262,26,2,24,4,0,0,0,0,0,4,7,0,0
"LeftMidfield",NA,18,1603,181,75,6.46,4,1,0,3,0,0,0,0,10,6,4,9,4,34,22,12,26,37,11,40,4,13,3,1,0,75,3,20,16,0,0,0,0,647,36,87,445,79,9,1,8,0,0,0,0,0,0,0,2,0,0
